"","ngram","freq","length","less1gram","less1gram_freq","hit_rate","suggest"
"3003","process of",21,"2","process",187,0.112299465240642,"of"
"2846","story of",22,"2","story",196,0.112244897959184,"of"
"6419","benefit the",11,"2","benefit",98,0.112244897959184,"the"
"7030","track and",11,"2","track",98,0.112244897959184,"and"
"12262","were not going",11,"3","were not",98,0.112244897959184,"going"
"6141","texas and",12,"2","texas",107,0.11214953271028,"and"
"4320","voters in",16,"2","voters",143,0.111888111888112,"in"
"3926","problem with",17,"2","problem",152,0.111842105263158,"with"
"11268","but he said",19,"3","but he",170,0.111764705882353,"said"
"664","know that",63,"2","know",564,0.111702127659574,"that"
"2836","saying the",22,"2","saying",197,0.111675126903553,"the"
"2436","worked with",25,"2","worked",224,0.111607142857143,"with"
"31","as the",521,"2","as",4686,0.111182244985062,"the"
"3135","education and",20,"2","education",180,0.111111111111111,"and"
"11249","the past year",20,"3","the past",180,0.111111111111111,"year"
"3570","given to",18,"2","given",162,0.111111111111111,"to"
"4259","statement that",16,"2","statement",144,0.111111111111111,"that"
"4771","body of",14,"2","body",126,0.111111111111111,"of"
"4831","filed for",14,"2","filed",126,0.111111111111111,"for"
"5140","winning streak",14,"2","winning",126,0.111111111111111,"streak"
"6080","remains a",12,"2","remains",108,0.111111111111111,"a"
"6992","title and",11,"2","title",99,0.111111111111111,"and"
"6993","title in",11,"2","title",99,0.111111111111111,"in"
"7222","appeared on",10,"2","appeared",90,0.111111111111111,"on"
"7663","opening day",10,"2","opening",90,0.111111111111111,"day"
"8529","hits in",9,"2","hits",81,0.111111111111111,"in"
"12853","three years later",9,"3","three years",81,0.111111111111111,"later"
"9530","bridge and",8,"2","bridge",72,0.111111111111111,"and"
"9564","caught in",8,"2","caught",72,0.111111111111111,"in"
"13787","no longer a",7,"3","no longer",63,0.111111111111111,"a"
"14315","billion in the",6,"3","billion in",54,0.111111111111111,"the"
"14485","him and the",6,"3","him and",54,0.111111111111111,"the"
"14543","in san jose",6,"3","in san",54,0.111111111111111,"jose"
"14882","thats the way",6,"3","thats the",54,0.111111111111111,"way"
"14992","the white hous",6,"3","the white",54,0.111111111111111,"hous"
"15011","they dont know",6,"3","they dont",54,0.111111111111111,"know"
"15163","what we can",6,"3","what we",54,0.111111111111111,"can"
"168","which is",166,"2","which",1499,0.110740493662442,"is"
"11095","to take the",26,"3","to take",235,0.11063829787234,"the"
"2601","coming in",23,"2","coming",208,0.110576923076923,"in"
"3927","question of",17,"2","question",154,0.11038961038961,"of"
"5019","study the",14,"2","study",127,0.110236220472441,"the"
"5117","tough to",14,"2","tough",127,0.110236220472441,"to"
"11720","to find out",14,"3","to find",127,0.110236220472441,"out"
"11721","to find the",14,"3","to find",127,0.110236220472441,"the"
"2282","weeks ago",26,"2","weeks",236,0.110169491525424,"ago"
"5907","homes and",12,"2","homes",109,0.110091743119266,"and"
"6107","sent a",12,"2","sent",109,0.110091743119266,"a"
"6547","gone to",11,"2","gone",100,0.11,"to"
"2985","move on",21,"2","move",191,0.109947643979058,"on"
"7760","situation and",10,"2","situation",91,0.10989010989011,"and"
"10968","want to be",37,"3","want to",337,0.109792284866469,"be"
"8266","banks and",9,"2","banks",82,0.109756097560976,"and"
"8677","martin said",9,"2","martin",82,0.109756097560976,"said"
"12609","dont know how",9,"3","dont know",82,0.109756097560976,"how"
"12809","the middle east",9,"3","the middle",82,0.109756097560976,"east"
"12870","to know that",9,"3","to know",82,0.109756097560976,"that"
"12871","to know what",9,"3","to know",82,0.109756097560976,"what"
"3805","buy a",17,"2","buy",155,0.109677419354839,"a"
"4129","drive to",16,"2","drive",146,0.10958904109589,"to"
"9527","born and",8,"2","born",73,0.10958904109589,"and"
"9629","decades and",8,"2","decades",73,0.10958904109589,"and"
"9805","hed been",8,"2","hed",73,0.10958904109589,"been"
"10206","products and",8,"2","products",73,0.10958904109589,"and"
"10297","search for",8,"2","search",73,0.10958904109589,"for"
"10304","seeking to",8,"2","seeking",73,0.10958904109589,"to"
"4821","ended with",14,"2","ended",128,0.109375,"with"
"13398","a month ago",7,"3","a month",64,0.109375,"ago"
"13968","the president and",7,"3","the president",64,0.109375,"and"
"15504","is expected to take",7,"4","is expected to",64,0.109375,"take"
"3223","taking a",20,"2","taking",183,0.109289617486339,"a"
"3622","mother and",18,"2","mother",165,0.109090909090909,"and"
"14218","and how to",6,"3","and how",55,0.109090909090909,"to"
"15123","was also a",6,"3","was also",55,0.109090909090909,"a"
"15154","were the only",6,"3","were the",55,0.109090909090909,"only"
"3863","hope that",17,"2","hope",156,0.108974358974359,"that"
"6477","defensive coordinator",11,"2","defensive",101,0.108910891089109,"coordinator"
"6478","defensive end",11,"2","defensive",101,0.108910891089109,"end"
"6479","defensive tackle",11,"2","defensive",101,0.108910891089109,"tackle"
"12072","along with his",11,"3","along with",101,0.108910891089109,"his"
"4319","vote for",16,"2","vote",147,0.108843537414966,"for"
"3171","isnt a",20,"2","isnt",184,0.108695652173913,"a"
"4366","anyone with",15,"2","anyone",138,0.108695652173913,"with"
"7268","boys and",10,"2","boys",92,0.108695652173913,"and"
"12274","a day after",10,"3","a day",92,0.108695652173913,"after"
"12539","when they are",10,"3","when they",92,0.108695652173913,"are"
"15996","to have a good",5,"4","to have a",46,0.108695652173913,"good"
"5009","shows the",14,"2","shows",129,0.108527131782946,"the"
"1667","monday night",32,"2","monday",295,0.108474576271186,"night"
"11347","said it would",18,"3","said it",166,0.108433734939759,"would"
"8366","democratic party",9,"2","democratic",83,0.108433734939759,"party"
"9171","unemployment benefits",9,"2","unemployment",83,0.108433734939759,"benefits"
"5463","problems with",13,"2","problems",120,0.108333333333333,"with"
"5652","wouldnt have",13,"2","wouldnt",120,0.108333333333333,"have"
"11823","that we have",13,"3","that we",120,0.108333333333333,"have"
"10993","new york city",34,"3","new york",314,0.10828025477707,"city"
"11968","of course the",12,"3","of course",111,0.108108108108108,"the"
"12021","the school year",12,"3","the school",111,0.108108108108108,"year"
"9566","cents to",8,"2","cents",74,0.108108108108108,"to"
"13046","he can be",8,"3","he can",74,0.108108108108108,"be"
"13145","no one was",8,"3","no one",74,0.108108108108108,"was"
"13232","the bill would",8,"3","the bill",74,0.108108108108108,"would"
"4417","especially in",15,"2","especially",139,0.107913669064748,"in"
"1175","law enforcement",41,"2","law",380,0.107894736842105,"enforcement"
"6652","learn to",11,"2","learn",102,0.107843137254902,"to"
"11352","the other side",18,"3","the other",167,0.107784431137725,"side"
"3090","women and",21,"2","women",195,0.107692307692308,"and"
"4772","build the",14,"2","build",130,0.107692307692308,"the"
"4830","fell in",14,"2","fell",130,0.107692307692308,"in"
"4937","named the",14,"2","named",130,0.107692307692308,"the"
"11620","about a year",14,"3","about a",130,0.107692307692308,"year"
"14047","to provide a",7,"3","to provide",65,0.107692307692308,"a"
"4033","woman who",17,"2","woman",158,0.107594936708861,"who"
"5616","visit the",13,"2","visit",121,0.107438016528926,"the"
"4339","works for",16,"2","works",149,0.10738255033557,"for"
"120","when he",209,"2","when",1949,0.107234479220113,"he"
"4539","rate of",15,"2","rate",140,0.107142857142857,"of"
"5947","johnson said",12,"2","johnson",112,0.107142857142857,"said"
"14662","more information visit",6,"3","more information",56,0.107142857142857,"visit"
"15084","to show that",6,"3","to show",56,0.107142857142857,"that"
"1382","without a",37,"2","without",346,0.106936416184971,"a"
"4037","wrote a",17,"2","wrote",159,0.106918238993711,"a"
"4826","experience and",14,"2","experience",131,0.106870229007634,"and"
"2340","half the",25,"2","half",234,0.106837606837607,"the"
"12132","his wife and",11,"3","his wife",103,0.106796116504854,"and"
"2120","support for",27,"2","support",253,0.106719367588933,"for"
"48","have to",369,"2","have",3459,0.106678230702515,"to"
"4131","economy is",16,"2","economy",150,0.106666666666667,"is"
"10018","missed his",8,"2","missed",75,0.106666666666667,"his"
"7237","assistant coach",10,"2","assistant",94,0.106382978723404,"coach"
"12469","the big east",10,"3","the big",94,0.106382978723404,"east"
"15813","i dont know how",5,"4","i dont know",47,0.106382978723404,"how"
"15814","i dont know that",5,"4","i dont know",47,0.106382978723404,"that"
"15825","in a statement the",5,"4","in a statement",47,0.106382978723404,"the"
"15838","in the last year",5,"4","in the last",47,0.106382978723404,"year"
"15968","the same time the",5,"4","the same time",47,0.106382978723404,"the"
"2523","playing in",24,"2","playing",226,0.106194690265487,"in"
"11892","based on a",12,"3","based on",113,0.106194690265487,"a"
"11907","down the road",12,"3","down the",113,0.106194690265487,"road"
"11294","that was a",19,"3","that was",179,0.106145251396648,"a"
"13389","a better job",7,"3","a better",66,0.106060606060606,"job"
"13571","dont have the",7,"3","dont have",66,0.106060606060606,"the"
"13742","last season and",7,"3","last season",66,0.106060606060606,"and"
"13878","said of his",7,"3","said of",66,0.106060606060606,"his"
"14018","to bring a",7,"3","to bring",66,0.106060606060606,"a"
"14019","to bring the",7,"3","to bring",66,0.106060606060606,"the"
"14034","to him and",7,"3","to him",66,0.106060606060606,"and"
"3540","brown said",18,"2","brown",170,0.105882352941176,"said"
"8392","earned the",9,"2","earned",85,0.105882352941176,"the"
"1880","cleveland ohio",29,"2","cleveland",274,0.105839416058394,"ohio"
"6570","heard from",11,"2","heard",104,0.105769230769231,"from"
"5477","republicans in",13,"2","republicans",123,0.105691056910569,"in"
"2034","thing to",28,"2","thing",265,0.105660377358491,"to"
"4503","moved into",15,"2","moved",142,0.105633802816901,"into"
"234","time to",128,"2","time",1212,0.105610561056106,"to"
"3888","knew it",17,"2","knew",161,0.105590062111801,"it"
"1638","children and",32,"2","children",304,0.105263157894737,"and"
"4725","air force",14,"2","air",133,0.105263157894737,"force"
"4901","increase the",14,"2","increase",133,0.105263157894737,"the"
"7347","double play",10,"2","double",95,0.105263157894737,"play"
"7468","husband and",10,"2","husband",95,0.105263157894737,"and"
"9549","calling the",8,"2","calling",76,0.105263157894737,"the"
"9888","incident in",8,"2","incident",76,0.105263157894737,"in"
"10620","throw to",8,"2","throw",76,0.105263157894737,"to"
"13136","might be a",8,"3","might be",76,0.105263157894737,"a"
"13241","the economy and",8,"3","the economy",76,0.105263157894737,"and"
"14389","fact that the",6,"3","fact that",57,0.105263157894737,"the"
"14736","on sunday night",6,"3","on sunday",57,0.105263157894737,"night"
"14829","she says i",6,"3","she says",57,0.105263157894737,"i"
"15085","to start a",6,"3","to start",57,0.105263157894737,"a"
"15116","up on a",6,"3","up on",57,0.105263157894737,"a"
"1054","between and",45,"2","between",428,0.105140186915888,"and"
"1549","york city",34,"2","york",324,0.104938271604938,"city"
"10983","the new jersey",35,"3","the new",334,0.104790419161677,"jersey"
"6988","tickets to",11,"2","tickets",105,0.104761904761905,"to"
"8260","attack on",9,"2","attack",86,0.104651162790698,"on"
"8264","baltimore city",9,"2","baltimore",86,0.104651162790698,"city"
"8267","basketball team",9,"2","basketball",86,0.104651162790698,"team"
"8371","designed by",9,"2","designed",86,0.104651162790698,"by"
"8433","floor and",9,"2","floor",86,0.104651162790698,"and"
"8477","h sqt",9,"2","h",86,0.104651162790698,"sqt"
"8621","jan and",9,"2","jan",86,0.104651162790698,"and"
"11503","to play in",16,"3","to play",153,0.104575163398693,"in"
"4793","charges against",14,"2","charges",134,0.104477611940299,"against"
"13632","he could not",7,"3","he could",67,0.104477611940299,"not"
"13783","needed to be",7,"3","needed to",67,0.104477611940299,"be"
"14027","to create an",7,"3","to create",67,0.104477611940299,"an"
"617","dont have",66,"2","dont",632,0.104430379746835,"have"
"11139","the second half",24,"3","the second",230,0.104347826086957,"half"
"5891","heart attack",12,"2","heart",115,0.104347826086957,"attack"
"3801","bit more",17,"2","bit",163,0.104294478527607,"more"
"12511","to come out",10,"3","to come",96,0.104166666666667,"out"
"10104","offense and",8,"2","offense",77,0.103896103896104,"and"
"10675","treatment of",8,"2","treatment",77,0.103896103896104,"of"
"13043","has not yet",8,"3","has not",77,0.103896103896104,"yet"
"1830","points in",30,"2","points",289,0.103806228373702,"in"
"6450","church in",11,"2","church",106,0.10377358490566,"in"
"6868","taxes on",11,"2","taxes",106,0.10377358490566,"on"
"12171","of my life",11,"3","of my",106,0.10377358490566,"life"
"1434","use the",36,"2","use",347,0.103746397694524,"the"
"3834","fans and",17,"2","fans",164,0.103658536585366,"and"
"3849","gave up",17,"2","gave",164,0.103658536585366,"up"
"2600","close the",23,"2","close",222,0.103603603603604,"the"
"2219","lost to",26,"2","lost",251,0.103585657370518,"to"
"737","right to",60,"2","right",580,0.103448275862069,"to"
"11578","that it is",15,"3","that it",145,0.103448275862069,"is"
"5913","ill be",12,"2","ill",116,0.103448275862069,"be"
"12024","the united st",12,"3","the united",116,0.103448275862069,"st"
"8372","details about",9,"2","details",87,0.103448275862069,"about"
"8468","girl who",9,"2","girl",87,0.103448275862069,"who"
"8851","restaurants in",9,"2","restaurants",87,0.103448275862069,"in"
"12658","if he had",9,"3","if he",87,0.103448275862069,"had"
"12914","who had a",9,"3","who had",87,0.103448275862069,"a"
"14326","but in this",6,"3","but in",58,0.103448275862069,"this"
"14417","four years later",6,"3","four years",58,0.103448275862069,"later"
"14959","the police and",6,"3","the police",58,0.103448275862069,"and"
"15563","a little bit more",6,"4","a little bit",58,0.103448275862069,"more"
"4099","buy the",16,"2","buy",155,0.103225806451613,"the"
"5223","body and",13,"2","body",126,0.103174603174603,"and"
"5460","private sector",13,"2","private",126,0.103174603174603,"sector"
"5643","winning the",13,"2","winning",126,0.103174603174603,"the"
"11828","the day after",13,"3","the day",126,0.103174603174603,"after"
"270","people who",116,"2","people",1125,0.103111111111111,"who"
"7492","inc and",10,"2","inc",97,0.103092783505155,"and"
"8057","words and",10,"2","words",97,0.103092783505155,"and"
"12327","couple of years",10,"3","couple of",97,0.103092783505155,"years"
"13585","five years and",7,"3","five years",68,0.102941176470588,"and"
"3572","green bay",18,"2","green",175,0.102857142857143,"bay"
"4469","interest rates",15,"2","interest",146,0.102739726027397,"rates"
"2727","youre not",23,"2","youre",224,0.102678571428571,"not"
"4213","offer a",16,"2","offer",156,0.102564102564103,"a"
"6081","reports of",12,"2","reports",117,0.102564102564103,"of"
"11887","and we are",12,"3","and we",117,0.102564102564103,"are"
"9493","authority of",8,"2","authority",78,0.102564102564103,"of"
"9949","kitchen and",8,"2","kitchen",78,0.102564102564103,"and"
"9982","lived with",8,"2","lived",78,0.102564102564103,"with"
"10177","places like",8,"2","places",78,0.102564102564103,"like"
"10201","presidential campaign",8,"2","presidential",78,0.102564102564103,"campaign"
"10202","presidential candidates",8,"2","presidential",78,0.102564102564103,"candidates"
"13129","looking for work",8,"3","looking for",78,0.102564102564103,"work"
"13170","officials said they",8,"3","officials said",78,0.102564102564103,"they"
"2931","course of",21,"2","course",205,0.102439024390244,"of"
"5465","programs and",13,"2","programs",127,0.102362204724409,"and"
"294","him to",110,"2","him",1075,0.102325581395349,"to"
"8294","boy was",9,"2","boy",88,0.102272727272727,"was"
"12712","make it a",9,"3","make it",88,0.102272727272727,"a"
"4751","announced that",14,"2","announced",137,0.102189781021898,"that"
"4230","possible to",16,"2","possible",157,0.101910828025478,"to"
"6807","rock and",11,"2","rock",108,0.101851851851852,"and"
"1885","doesnt have",29,"2","doesnt",285,0.101754385964912,"have"
"6101","scott said",12,"2","scott",118,0.101694915254237,"said"
"14955","the one that",6,"3","the one",59,0.101694915254237,"that"
"1512","games and",34,"2","games",335,0.101492537313433,"and"
"3060","thought he",21,"2","thought",207,0.101449275362319,"he"
"3061","thought it",21,"2","thought",207,0.101449275362319,"it"
"13566","do you know",7,"3","do you",69,0.101449275362319,"know"
"13725","it also has",7,"3","it also",69,0.101449275362319,"has"
"14008","this time the",7,"3","this time",69,0.101449275362319,"the"
"2792","include the",22,"2","include",217,0.101382488479263,"the"
"9893","inning and",8,"2","inning",79,0.10126582278481,"and"
"10306","sell the",8,"2","sell",79,0.10126582278481,"the"
"10383","struck a",8,"2","struck",79,0.10126582278481,"a"
"13063","i know i",8,"3","i know",79,0.10126582278481,"i"
"3830","everything from",17,"2","everything",168,0.101190476190476,"from"
"8394","effect on",9,"2","effect",89,0.101123595505618,"on"
"8419","fair to",9,"2","fair",89,0.101123595505618,"to"
"12851","those who have",9,"3","those who",89,0.101123595505618,"have"
"7464","housing and",10,"2","housing",99,0.101010101010101,"and"
"12350","he also has",10,"3","he also",99,0.101010101010101,"has"
"1777","tuesday night",31,"2","tuesday",307,0.100977198697068,"night"
"2929","coming to",21,"2","coming",208,0.100961538461538,"to"
"162","would have",168,"2","would",1666,0.100840336134454,"have"
"6137","takes the",12,"2","takes",119,0.100840336134454,"the"
"5608","training camp",13,"2","training",129,0.10077519379845,"camp"
"15301","as well as a",13,"4","as well as",129,0.10077519379845,"a"
"3822","development of",17,"2","development",169,0.100591715976331,"of"
"3911","officers and",17,"2","officers",169,0.100591715976331,"and"
"3921","pick in",17,"2","pick",169,0.100591715976331,"in"
"637","made it",65,"2","made",647,0.100463678516229,"it"
"2761","change in",22,"2","change",219,0.100456621004566,"in"
"1916","san jose",29,"2","san",289,0.100346020761246,"jose"
"10966","have to be",37,"3","have to",369,0.100271002710027,"be"
"2372","news conference",25,"2","news",250,0.1,"conference"
"2674","sure that",23,"2","sure",230,0.1,"that"
"3174","jobs and",20,"2","jobs",200,0.1,"and"
"4240","runs and",16,"2","runs",160,0.1,"and"
"5023","tell me",14,"2","tell",140,0.1,"me"
"5183","america the",13,"2","america",130,0.1,"the"
"5276","fell percent",13,"2","fell",130,0.1,"percent"
"11790","its not a",13,"3","its not",130,0.1,"a"
"12007","the case of",12,"3","the case",120,0.1,"of"
"6617","insurance company",11,"2","insurance",110,0.1,"company"
"6763","overall in",11,"2","overall",110,0.1,"in"
"12108","for years the",11,"3","for years",110,0.1,"the"
"12122","have the right",11,"3","have the",110,0.1,"right"
"8884","scene of",9,"2","scene",90,0.1,"of"
"12800","the district has",9,"3","the district",90,0.1,"has"
"9963","learned from",8,"2","learned",80,0.1,"from"
"10007","measure the",8,"2","measure",80,0.1,"the"
"13338","until the end",8,"3","until the",80,0.1,"end"
"13658","i thought i",7,"3","i thought",70,0.1,"i"
"14062","to try and",7,"3","to try",70,0.1,"and"
"14256","and when he",6,"3","and when",60,0.1,"he"
"14634","little bit more",6,"3","little bit",60,0.1,"more"
"14666","much as a",6,"3","much as",60,0.1,"a"
"14814","season and the",6,"3","season and",60,0.1,"the"
"15677","the university of california",6,"4","the university of",60,0.1,"california"
"217","than a",138,"2","than",1383,0.0997830802603037,"a"
"1180","money to",41,"2","money",411,0.0997566909975669,"to"
"165","after a",166,"2","after",1668,0.0995203836930456,"a"
"11301","the time of",19,"3","the time",191,0.0994764397905759,"of"
"11313","all of us",18,"3","all of",181,0.0994475138121547,"us"
"47","but the",371,"2","but",3732,0.0994105037513398,"the"
"11057","at least one",27,"3","at least",272,0.0992647058823529,"one"
"5270","experience in",13,"2","experience",131,0.099236641221374,"in"
"5302","growth in",13,"2","growth",131,0.099236641221374,"in"
"5860","g carbohydrate",12,"2","g",121,0.0991735537190083,"carbohydrate"
"5861","g saturated",12,"2","g",121,0.0991735537190083,"saturated"
"12057","when you have",12,"3","when you",121,0.0991735537190083,"have"
"10930","it is a",42,"3","it is",424,0.0990566037735849,"a"
"3014","sales tax",21,"2","sales",212,0.0990566037735849,"tax"
"3156","held in",20,"2","held",202,0.099009900990099,"in"
"7360","evidence of",10,"2","evidence",101,0.099009900990099,"of"
"7551","leader in",10,"2","leader",101,0.099009900990099,"in"
"12530","wants to be",10,"3","wants to",101,0.099009900990099,"be"
"8458","funds for",9,"2","funds",91,0.0989010989010989,"for"
"8818","playoff series",9,"2","playoff",91,0.0989010989010989,"series"
"8922","situation is",9,"2","situation",91,0.0989010989010989,"is"
"12763","police said they",9,"3","police said",91,0.0989010989010989,"they"
"440","how much",84,"2","how",850,0.0988235294117647,"much"
"9837","hits the",8,"2","hits",81,0.0987654320987654,"the"
"10235","receive the",8,"2","receive",81,0.0987654320987654,"the"
"10793","word of",8,"2","word",81,0.0987654320987654,"of"
"4415","energy and",15,"2","energy",152,0.0986842105263158,"and"
"11584","the season and",15,"3","the season",152,0.0986842105263158,"and"
"13507","because they have",7,"3","because they",71,0.0985915492957746,"have"
"13508","because they were",7,"3","because they",71,0.0985915492957746,"were"
"11864","well as a",13,"3","well as",132,0.0984848484848485,"a"
"11101","and i think",25,"3","and i",254,0.0984251968503937,"think"
"6059","press conference",12,"2","press",122,0.0983606557377049,"conference"
"14503","i love it",6,"3","i love",61,0.0983606557377049,"it"
"14504","i love my",6,"3","i love",61,0.0983606557377049,"my"
"14757","pay for it",6,"3","pay for",61,0.0983606557377049,"it"
"14928","the great depression",6,"3","the great",61,0.0983606557377049,"depression"
"14932","the job and",6,"3","the job",61,0.0983606557377049,"and"
"15137","was to be",6,"3","was to",61,0.0983606557377049,"be"
"3932","reported a",17,"2","reported",173,0.0982658959537572,"a"
"4136","feet on",16,"2","feet",163,0.098159509202454,"on"
"7749","serving a",10,"2","serving",102,0.0980392156862745,"a"
"7750","serving calories",10,"2","serving",102,0.0980392156862745,"calories"
"12398","much of his",10,"3","much of",102,0.0980392156862745,"his"
"16017","we need to be",5,"4","we need to",51,0.0980392156862745,"be"
"11138","the last two",24,"3","the last",245,0.0979591836734694,"two"
"8435","followed the",9,"2","followed",92,0.0978260869565217,"the"
"8436","followed with",9,"2","followed",92,0.0978260869565217,"with"
"12685","instead of the",9,"3","instead of",92,0.0978260869565217,"the"
"5348","inside a",13,"2","inside",133,0.0977443609022556,"a"
"5371","jones industrial",13,"2","jones",133,0.0977443609022556,"industrial"
"127","had been",198,"2","had",2026,0.0977295162882527,"been"
"5840","events and",12,"2","events",123,0.0975609756097561,"and"
"9844","host a",8,"2","host",82,0.0975609756097561,"a"
"9862","id be",8,"2","id",82,0.0975609756097561,"be"
"10386","stuff that",8,"2","stuff",82,0.0975609756097561,"that"
"13316","to know the",8,"3","to know",82,0.0975609756097561,"the"
"665","made a",63,"2","made",647,0.0973724884080371,"a"
"13865","rather than a",7,"3","rather than",72,0.0972222222222222,"a"
"13866","rather than the",7,"3","rather than",72,0.0972222222222222,"the"
"13970","the report said",7,"3","the report",72,0.0972222222222222,"said"
"14050","to put a",7,"3","to put",72,0.0972222222222222,"a"
"7345","door and",10,"2","door",103,0.0970873786407767,"and"
"7346","door to",10,"2","door",103,0.0970873786407767,"to"
"7707","rates for",10,"2","rates",103,0.0970873786407767,"for"
"7754","shooting and",10,"2","shooting",103,0.0970873786407767,"and"
"7759","showed the",10,"2","showed",103,0.0970873786407767,"the"
"591","says the",69,"2","says",713,0.0967741935483871,"the"
"5801","contract with",12,"2","contract",124,0.0967741935483871,"with"
"8634","knows the",9,"2","knows",93,0.0967741935483871,"the"
"14406","for me and",6,"3","for me",62,0.0967741935483871,"and"
"14407","for me to",6,"3","for me",62,0.0967741935483871,"to"
"14436","get to a",6,"3","get to",62,0.0967741935483871,"a"
"14437","get to know",6,"3","get to",62,0.0967741935483871,"know"
"14537","in march the",6,"3","in march",62,0.0967741935483871,"the"
"14569","is just a",6,"3","is just",62,0.0967741935483871,"a"
"1649","friday night",32,"2","friday",331,0.0966767371601208,"night"
"3867","idea that",17,"2","idea",176,0.0965909090909091,"that"
"11697","that it will",14,"3","that it",145,0.096551724137931,"will"
"6782","potential for",11,"2","potential",114,0.0964912280701754,"for"
"6834","signed up",11,"2","signed",114,0.0964912280701754,"up"
"12129","he would be",11,"3","he would",114,0.0964912280701754,"be"
"2504","lead the",24,"2","lead",249,0.0963855421686747,"the"
"13109","is still a",8,"3","is still",83,0.0963855421686747,"a"
"3126","coming out",20,"2","coming",208,0.0961538461538462,"out"
"7696","policy that",10,"2","policy",104,0.0961538461538462,"that"
"15741","as much as a",5,"4","as much as",52,0.0961538461538462,"a"
"15955","the new york giants",5,"4","the new york",52,0.0961538461538462,"giants"
"15956","the new york stock",5,"4","the new york",52,0.0961538461538462,"stock"
"11124","all the time",24,"3","all the",250,0.096,"time"
"15318","in the first quarter",12,"4","in the first",125,0.096,"quarter"
"2222","months ago",26,"2","months",271,0.0959409594095941,"ago"
"11624","and it is",14,"3","and it",146,0.0958904109589041,"is"
"13526","but that doesnt",7,"3","but that",73,0.0958904109589041,"doesnt"
"13714","is going on",7,"3","is going",73,0.0958904109589041,"on"
"61","have a",331,"2","have",3459,0.0956923966464296,"a"
"12250","to give up",11,"3","to give",115,0.0956521739130435,"up"
"1840","six months",30,"2","six",314,0.0955414012738854,"months"
"11588","they have a",15,"3","they have",157,0.0955414012738854,"a"
"2085","give up",27,"2","give",283,0.0954063604240283,"up"
"2827","per year",22,"2","per",231,0.0952380952380952,"year"
"4204","nothing more",16,"2","nothing",168,0.0952380952380952,"more"
"12008","the day before",12,"3","the day",126,0.0952380952380952,"before"
"7168","ahead and",10,"2","ahead",105,0.0952380952380952,"and"
"7310","congress to",10,"2","congress",105,0.0952380952380952,"to"
"10203","pressure to",8,"2","pressure",84,0.0952380952380952,"to"
"13233","the blazers have",8,"3","the blazers",84,0.0952380952380952,"have"
"14228","and not just",6,"3","and not",63,0.0952380952380952,"just"
"14943","the more than",6,"3","the more",63,0.0952380952380952,"than"
"14944","the more you",6,"3","the more",63,0.0952380952380952,"you"
"15007","theres no reason",6,"3","theres no",63,0.0952380952380952,"reason"
"15659","the block of south",6,"4","the block of",63,0.0952380952380952,"south"
"1614","went on",33,"2","went",347,0.0951008645533141,"on"
"820","thats a",56,"2","thats",589,0.0950764006791171,"a"
"4357","although he",15,"2","although",158,0.0949367088607595,"he"
"4565","store and",15,"2","store",158,0.0949367088607595,"and"
"5234","charged in",13,"2","charged",137,0.0948905109489051,"in"
"5392","miles from",13,"2","miles",137,0.0948905109489051,"from"
"6553","gov john",11,"2","gov",116,0.0948275862068965,"john"
"139","she was",181,"2","she",1909,0.0948140387637506,"was"
"8862","rules and",9,"2","rules",95,0.0947368421052632,"and"
"8893","seasons with",9,"2","seasons",95,0.0947368421052632,"with"
"12730","not the only",9,"3","not the",95,0.0947368421052632,"only"
"1524","man who",34,"2","man",359,0.0947075208913649,"who"
"1178","long as",41,"2","long",433,0.0946882217090069,"as"
"4193","meeting with",16,"2","meeting",169,0.0946745562130177,"with"
"13895","she had been",7,"3","she had",74,0.0945945945945946,"been"
"13928","the bill is",7,"3","the bill",74,0.0945945945945946,"is"
"5746","association and",12,"2","association",127,0.094488188976378,"and"
"6243","toward a",12,"2","toward",127,0.094488188976378,"a"
"6252","union and",12,"2","union",127,0.094488188976378,"and"
"3826","east coast",17,"2","east",180,0.0944444444444444,"coast"
"22","is a",662,"2","is",7013,0.0943961214886639,"a"
"4559","spent a",15,"2","spent",159,0.0943396226415094,"a"
"4560","spent the",15,"2","spent",159,0.0943396226415094,"the"
"10873","it was the",59,"3","it was",626,0.0942492012779553,"the"
"1886","early s",29,"2","early",308,0.0941558441558442,"s"
"10012","menu is",8,"2","menu",85,0.0941176470588235,"is"
"10221","q what",8,"2","q",85,0.0941176470588235,"what"
"10348","song and",8,"2","song",85,0.0941176470588235,"and"
"10804","wrong with",8,"2","wrong",85,0.0941176470588235,"with"
"6665","lives of",11,"2","lives",117,0.094017094017094,"of"
"870","know what",53,"2","know",564,0.0939716312056738,"what"
"4973","parents and",14,"2","parents",149,0.0939597315436242,"and"
"5144","works by",14,"2","works",149,0.0939597315436242,"by"
"10852","he said he",71,"3","he said",756,0.0939153439153439,"he"
"1084","didnt have",44,"2","didnt",469,0.093816631130064,"have"
"2463","car and",24,"2","car",256,0.09375,"and"
"8626","junior high",9,"2","junior",96,0.09375,"high"
"12560","a yearold man",9,"3","a yearold",96,0.09375,"man"
"14159","a month and",6,"3","a month",64,0.09375,"and"
"14310","because it is",6,"3","because it",64,0.09375,"is"
"14501","i just want",6,"3","i just",64,0.09375,"want"
"14962","the president of",6,"3","the president",64,0.09375,"of"
